image_name,xmin,xmax,ymin,ymax,class_id
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_3_augmented.jpg,379,749,268,639,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_4_augmented.jpg,203,510,120,413,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_5_augmented.jpg,357,716,163,569,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_6_augmented.jpg,356,626,177,470,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_7_augmented.jpg,119,447,68,516,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_8_augmented.jpg,75,365,79,364,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_9_augmented.jpg,121,444,99,549,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_10_augmented.jpg,408,645,186,459,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_11_augmented.jpg,600,889,131,500,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_12_augmented.jpg,154,494,168,470,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_13_augmented.jpg,472,672,201,463,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_14_augmented.jpg,309,683,357,779,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_15_augmented.jpg,488,776,98,483,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_16_augmented.jpg,26,402,264,580,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_17_augmented.jpg,221,447,74,324,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_18_augmented.jpg,317,599,225,551,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_13_19_augmented.jpg,737,1102,198,652,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_0_augmented.jpg,37,356,296,622,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_1_augmented.jpg,594,869,209,529,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_2_augmented.jpg,35,302,292,596,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_3_augmented.jpg,25,352,342,705,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_4_augmented.jpg,577,761,189,407,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_5_augmented.jpg,450,720,149,451,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_6_augmented.jpg,634,988,145,564,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_7_augmented.jpg,39,297,56,338,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_8_augmented.jpg,245,536,148,462,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_9_augmented.jpg,253,512,103,379,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_10_augmented.jpg,152,387,263,545,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_11_augmented.jpg,421,810,104,551,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_12_augmented.jpg,178,619,55,495,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_13_augmented.jpg,390,705,434,798,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_14_augmented.jpg,151,507,44,463,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_15_augmented.jpg,226,556,105,444,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_16_augmented.jpg,399,646,89,365,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_17_augmented.jpg,330,652,126,456,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_18_augmented.jpg,353,618,263,551,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_9_19_augmented.jpg,197,462,255,531,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_0_augmented.jpg,624,930,321,732,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_1_augmented.jpg,651,927,251,618,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_2_augmented.jpg,71,429,179,525,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_3_augmented.jpg,561,899,160,527,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_4_augmented.jpg,239,544,211,600,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_5_augmented.jpg,472,697,44,297,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_6_augmented.jpg,221,513,21,340,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_7_augmented.jpg,244,531,150,425,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_8_augmented.jpg,463,633,47,280,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_9_augmented.jpg,218,524,222,510,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_10_augmented.jpg,260,540,333,609,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_11_augmented.jpg,762,1070,137,506,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_12_augmented.jpg,173,534,385,821,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_13_augmented.jpg,707,924,310,607,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_14_augmented.jpg,405,636,37,343,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_15_augmented.jpg,401,586,230,482,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_16_augmented.jpg,170,568,255,655,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_17_augmented.jpg,596,923,38,410,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_18_augmented.jpg,605,999,335,773,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_2_19_augmented.jpg,487,704,126,424,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_0_augmented.jpg,4,191,219,435,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_1_augmented.jpg,401,697,36,368,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_2_augmented.jpg,168,396,136,384,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_3_augmented.jpg,108,498,351,765,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_4_augmented.jpg,269,592,280,649,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_5_augmented.jpg,178,441,62,386,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_6_augmented.jpg,641,937,172,535,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_7_augmented.jpg,412,644,109,375,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_8_augmented.jpg,579,883,92,451,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_9_augmented.jpg,77,327,57,372,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_10_augmented.jpg,25,212,180,413,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_11_augmented.jpg,503,752,21,331,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_12_augmented.jpg,453,790,409,791,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_13_augmented.jpg,135,512,36,461,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_14_augmented.jpg,178,520,383,729,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_15_augmented.jpg,296,659,341,744,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_16_augmented.jpg,426,770,419,804,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_17_augmented.jpg,258,559,202,534,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_18_augmented.jpg,315,523,39,291,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_0_19_augmented.jpg,286,633,311,713,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_0_augmented.jpg,353,612,107,483,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_1_augmented.jpg,79,402,271,615,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_2_augmented.jpg,859,1041,215,520,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_3_augmented.jpg,161,462,501,784,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_4_augmented.jpg,436,686,282,560,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_5_augmented.jpg,699,966,163,562,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_6_augmented.jpg,252,453,99,462,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_7_augmented.jpg,384,623,123,548,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_8_augmented.jpg,757,920,9,307,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_9_augmented.jpg,281,473,55,391,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_10_augmented.jpg,168,508,443,801,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_11_augmented.jpg,209,400,130,406,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_12_augmented.jpg,192,423,317,720,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_13_augmented.jpg,124,376,445,694,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_14_augmented.jpg,393,596,84,335,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_15_augmented.jpg,273,518,164,418,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_16_augmented.jpg,309,514,368,692,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_17_augmented.jpg,143,353,268,630,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_18_augmented.jpg,34,340,187,509,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_11_19_augmented.jpg,412,651,77,481,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_0_augmented.jpg,357,698,425,801,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_1_augmented.jpg,152,398,27,361,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_2_augmented.jpg,97,356,264,660,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_3_augmented.jpg,331,552,69,368,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_4_augmented.jpg,20,202,180,512,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_5_augmented.jpg,314,491,138,440,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_6_augmented.jpg,212,426,206,584,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_7_augmented.jpg,249,551,140,472,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_8_augmented.jpg,375,576,63,288,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_9_augmented.jpg,357,581,138,533,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_10_augmented.jpg,227,597,392,780,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_11_augmented.jpg,375,601,191,607,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_12_augmented.jpg,246,488,254,592,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_13_augmented.jpg,164,331,29,270,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_14_augmented.jpg,282,490,176,453,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_15_augmented.jpg,86,301,261,507,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_16_augmented.jpg,75,405,299,576,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_17_augmented.jpg,506,740,139,581,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_18_augmented.jpg,239,472,67,494,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_14_19_augmented.jpg,621,796,221,524,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_0_augmented.jpg,501,779,162,513,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_1_augmented.jpg,682,880,118,380,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_2_augmented.jpg,111,396,177,557,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_3_augmented.jpg,509,782,183,517,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_4_augmented.jpg,154,430,148,464,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_5_augmented.jpg,32,300,221,589,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_6_augmented.jpg,208,453,64,375,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_7_augmented.jpg,405,673,96,461,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_8_augmented.jpg,550,814,199,537,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_9_augmented.jpg,341,510,80,300,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_10_augmented.jpg,100,411,157,578,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_11_augmented.jpg,394,625,348,607,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_12_augmented.jpg,94,389,439,742,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_13_augmented.jpg,554,855,278,693,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_14_augmented.jpg,548,812,279,629,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_15_augmented.jpg,182,430,319,604,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_16_augmented.jpg,139,344,38,295,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_17_augmented.jpg,150,473,279,644,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_18_augmented.jpg,100,429,97,533,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_12_19_augmented.jpg,564,762,108,364,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_0_augmented.jpg,47,414,202,595,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_1_augmented.jpg,266,501,182,425,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_2_augmented.jpg,183,433,271,577,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_3_augmented.jpg,99,395,27,397,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_4_augmented.jpg,399,579,124,355,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_5_augmented.jpg,363,669,223,564,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_6_augmented.jpg,496,724,83,331,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_7_augmented.jpg,234,452,63,343,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_8_augmented.jpg,87,428,56,410,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_9_augmented.jpg,229,442,79,310,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_10_augmented.jpg,764,1119,64,447,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_11_augmented.jpg,725,986,124,422,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_12_augmented.jpg,376,739,261,645,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_13_augmented.jpg,258,622,209,592,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_14_augmented.jpg,774,1105,260,684,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_15_augmented.jpg,557,876,146,522,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_16_augmented.jpg,339,640,250,572,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_17_augmented.jpg,301,562,144,418,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_18_augmented.jpg,578,976,112,538,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_18_19_augmented.jpg,241,482,125,421,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_0_augmented.jpg,24,221,277,552,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_1_augmented.jpg,627,823,132,393,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_2_augmented.jpg,337,575,256,583,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_3_augmented.jpg,686,1039,46,426,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_4_augmented.jpg,576,882,94,438,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_5_augmented.jpg,456,697,89,363,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_6_augmented.jpg,493,816,162,526,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_7_augmented.jpg,166,462,80,364,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_8_augmented.jpg,327,547,32,284,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_9_augmented.jpg,242,571,152,493,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_10_augmented.jpg,664,897,292,612,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_11_augmented.jpg,436,761,149,514,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_12_augmented.jpg,336,534,42,261,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_13_augmented.jpg,282,502,296,522,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_14_augmented.jpg,486,825,379,774,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_15_augmented.jpg,310,549,387,713,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_16_augmented.jpg,63,408,301,630,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_17_augmented.jpg,5,249,127,457,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_18_augmented.jpg,657,860,169,447,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_7_19_augmented.jpg,396,700,159,484,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_0_augmented.jpg,14,254,162,532,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_1_augmented.jpg,230,477,104,344,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_2_augmented.jpg,167,508,365,667,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_3_augmented.jpg,325,625,103,485,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_4_augmented.jpg,403,742,226,611,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_5_augmented.jpg,121,326,74,383,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_6_augmented.jpg,211,426,43,317,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_7_augmented.jpg,786,979,42,357,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_8_augmented.jpg,220,471,110,512,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_9_augmented.jpg,584,846,227,597,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_10_augmented.jpg,236,485,327,573,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_11_augmented.jpg,723,923,71,379,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_12_augmented.jpg,270,558,156,471,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_13_augmented.jpg,643,821,183,452,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_14_augmented.jpg,325,602,318,621,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_15_augmented.jpg,94,347,377,582,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_16_augmented.jpg,262,416,215,461,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_17_augmented.jpg,364,549,30,313,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_18_augmented.jpg,87,361,93,513,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_17_19_augmented.jpg,48,355,160,565,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_0_augmented.jpg,384,636,80,422,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_1_augmented.jpg,274,637,313,774,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_2_augmented.jpg,248,594,382,779,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_3_augmented.jpg,228,433,272,552,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_4_augmented.jpg,303,560,179,473,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_5_augmented.jpg,221,495,57,380,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_6_augmented.jpg,546,799,19,400,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_7_augmented.jpg,31,233,97,397,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_8_augmented.jpg,110,399,122,497,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_9_augmented.jpg,194,428,86,429,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_10_augmented.jpg,187,365,95,364,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_11_augmented.jpg,169,480,372,818,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_12_augmented.jpg,172,405,141,375,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_13_augmented.jpg,155,537,316,716,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_14_augmented.jpg,414,680,250,641,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_15_augmented.jpg,372,607,224,580,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_16_augmented.jpg,24,263,54,338,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_17_augmented.jpg,351,574,109,392,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_18_augmented.jpg,643,948,420,861,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_3_19_augmented.jpg,430,720,367,804,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_0_augmented.jpg,161,389,336,579,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_1_augmented.jpg,586,906,159,532,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_2_augmented.jpg,337,717,49,501,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_3_augmented.jpg,278,684,86,537,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_4_augmented.jpg,666,874,280,531,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_5_augmented.jpg,621,994,116,531,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_6_augmented.jpg,210,531,232,592,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_7_augmented.jpg,414,650,32,317,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_8_augmented.jpg,294,709,228,644,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_9_augmented.jpg,398,737,64,413,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_10_augmented.jpg,108,535,217,650,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_11_augmented.jpg,688,887,221,461,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_12_augmented.jpg,136,498,328,745,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_13_augmented.jpg,164,480,263,569,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_14_augmented.jpg,107,432,296,595,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_15_augmented.jpg,229,602,67,488,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_16_augmented.jpg,349,715,191,566,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_17_augmented.jpg,338,789,282,748,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_18_augmented.jpg,98,439,43,378,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_16_19_augmented.jpg,661,896,143,408,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_19_0_augmented.jpg,769,1036,86,380,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_19_1_augmented.jpg,69,484,144,569,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_19_2_augmented.jpg,238,560,192,521,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_19_3_augmented.jpg,480,749,160,489,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_19_4_augmented.jpg,563,927,184,625,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_19_5_augmented.jpg,453,727,106,446,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_19_6_augmented.jpg,361,703,125,472,11
front_view/cookies_05_04_19/augmented_data/cookies_05_04_19_19_7_augmented.jpg,125,440,86,478,11
